minutes_watched,days_engage,eng_quiz,eng_exam,eng_hub_qa,st_purch
0.4,1,0,0,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
20.6,1,1,0,0,0
1.5,1,0,0,0,0
3.1,1,0,0,0,0
17.9,1,1,0,0,0
6.5,1,0,0,0,0
13.1,1,0,0,0,0
72.6,9,1,0,0,1
123.0,3,1,0,0,0
1.0,1,0,0,0,0
560.9,21,1,1,0,1
485.4,7,1,1,0,1
25.6,1,0,1,0,0
10.0,1,0,0,0,0
55.7,1,1,0,0,0
74.8,5,0,1,0,0
15.4,2,1,0,0,1
22.4,2,1,0,0,1
9.0,1,1,0,0,0
178.6,21,0,0,0,1
5.5,1,0,0,0,0
0.2,1,0,0,0,0
1216.2,42,1,1,0,1
0.2,1,1,0,0,0
21.4,2,1,0,0,0
231.2,18,1,1,0,0
3.1,1,0,0,0,1
58.8,1,0,0,0,0
16.6,1,0,0,0,0
1.2,1,0,0,0,0
271.9,11,1,1,0,1
4.1,1,0,0,0,0
56.6,3,1,0,0,0
10.2,2,1,0,0,1
0.3,1,0,0,0,0
41.1,1,0,0,0,0
19.1,1,0,0,0,0
4.5,1,1,0,0,0
18.4,1,1,0,0,0
179.9,5,1,1,0,1
43.900000000000006,3,1,0,0,0
12.4,1,0,0,0,0
6.6,1,1,0,0,0
2.5,1,0,0,0,0
14.9,1,1,0,0,0
963.4,53,1,0,1,1
456.5,13,1,1,0,1
0.8,1,0,0,0,0
2.2,1,0,0,0,0
6799.7,121,1,1,1,1
151.0,4,1,1,0,1
2.0,1,0,0,0,0
0.3,1,0,0,0,0
0.0,0,0,0,0,1
29.3,1,1,0,0,0
0.4,1,0,0,0,0
1010.3,10,1,1,0,1
8.6,1,0,0,0,0
0.6,2,1,0,0,0
9.3,1,1,0,0,0
14.0,1,1,1,0,0
0.4,1,0,0,0,0
45.1,1,1,0,0,0
31.3,2,1,0,0,0
76.89999999999999,3,1,1,0,0
1190.7,23,1,1,0,1
0.2,1,1,0,0,0
1.5,1,0,0,0,0
0.7,1,0,0,0,0
0.5,1,0,0,0,0
2.6,1,0,0,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
4.0,2,0,0,0,0
3014.7,56,1,1,1,1
0.1,1,0,0,0,0
17.8,2,1,1,0,0
2949.2,111,1,1,1,1
5.3,1,0,0,0,0
2043.8,43,1,1,0,1
2778.1,82,1,1,1,1
12.9,5,1,0,0,0
9.3,3,0,0,0,0
100.1,3,0,0,0,0
1.8,1,0,0,0,0
4.2,1,0,0,0,0
0.9,1,0,0,0,0
645.5,18,1,1,0,1
13.1,1,0,0,0,0
47.9,1,1,1,0,0
0.3,1,0,0,0,0
20.0,1,1,0,0,0
12.5,2,0,0,0,0
2.7,1,0,0,0,0
1226.5,22,1,1,0,1
49.5,5,1,0,0,1
754.0,26,1,1,1,1
140.0,13,1,1,0,1
0.0,1,0,1,0,0
1.1,1,0,0,0,0
0.0,1,0,1,0,0
260.7,10,1,1,0,1
46.8,2,1,0,0,0
0.0,0,0,0,0,1
0.0,0,0,0,0,1
26.2,2,1,0,0,0
14.9,2,0,1,0,0
97.7,5,1,1,0,1
1.2,1,0,0,0,0
113.4,2,1,1,0,1
64.8,6,1,1,0,1
3187.0,40,1,1,1,1
5.5,3,0,1,0,0
12.0,1,1,0,0,0
6.5,1,0,0,0,0
0.0,0,0,0,0,1
471.0,8,1,1,0,1
6.3,2,1,0,0,0
329.4,13,1,1,0,1
0.0,0,0,0,0,1
1353.8,70,1,1,0,1
2.0,1,0,0,0,0
0.0,0,0,0,0,1
0.1,1,0,0,0,0
18.7,1,1,0,0,0
1789.0,38,1,0,0,1
2.1,1,0,1,0,0
1868.0,21,1,1,0,1
263.0,8,1,0,0,1
1051.2,18,1,1,0,1
0.2,1,0,0,0,0
2.3,1,0,0,0,0
25.7,1,1,0,0,0
4.2,1,1,0,0,0
1.3,1,0,0,0,0
0.5,1,0,0,0,0
1.1,1,0,1,0,0
60.3,1,1,0,0,0
7.6,1,0,1,0,0
1.1,1,0,0,0,0
22.3,2,1,0,0,0
14.8,1,1,0,0,0
26.7,1,1,0,0,0
11.9,1,1,0,0,0
7.0,1,0,0,0,0
0.0,1,0,1,0,0
42.2,5,1,0,0,0
2.2,1,0,0,0,0
0.2,1,0,0,0,0
1.5,1,0,0,0,0
12.1,1,1,0,0,0
0.3,1,0,0,0,0
2.1,2,0,0,0,0
736.8,17,1,1,0,1
12.0,1,0,0,0,0
18.0,1,1,0,0,0
1.1,1,0,0,0,0
6.7,1,1,0,0,0
15.5,1,1,0,0,0
0.5,1,0,0,0,0
18.9,4,1,0,0,0
2.3,1,0,0,0,1
6.3,1,0,0,0,0
0.3,1,0,0,0,0
39.6,1,1,0,0,0
137.6,6,1,1,0,0
162.29999999999998,11,1,1,0,1
0.1,1,0,0,0,0
50.4,5,1,0,0,0
44.5,3,0,0,0,0
69.4,2,1,0,0,0
0.4,1,0,0,0,0
5.0,1,0,0,0,0
39.5,2,1,0,0,0
22.5,3,0,0,0,0
2.2,1,0,0,0,0
4.4,1,0,0,0,0
4.3,1,0,0,0,0
20.6,1,1,0,0,0
5.4,1,0,0,0,0
0.4,1,0,0,0,0
0.6,1,0,0,0,0
6.5,1,0,0,0,0
6.2,1,0,0,0,0
35.7,2,1,0,0,0
0.1,1,0,0,0,0
13.3,1,1,0,0,0
0.6,1,0,0,0,0
0.4,1,0,0,0,0
1.6,1,0,0,0,0
5.0,1,0,0,0,1
97.6,11,0,0,0,0
37.9,1,0,0,0,0
0.3,1,0,0,0,0
0.2,1,0,0,0,0
12.7,2,0,0,0,0
141.89999999999998,6,1,1,0,0
0.1,1,0,0,0,0
41.0,8,1,1,0,1
1.5,1,0,0,0,0
0.1,1,0,0,0,0
10.9,3,1,0,0,0
11.7,1,0,0,0,0
141.2,6,0,1,0,0
0.8,1,0,0,0,0
2.9,1,0,0,0,0
5.7,1,0,0,0,0
53.5,4,1,1,0,0
7573.2,155,1,1,1,1
1.2,1,0,0,0,0
27.1,1,1,0,0,0
39.6,3,1,0,0,0
4.2,1,0,0,0,0
1.4,1,0,0,0,0
1.0,1,0,0,0,0
0.2,1,0,0,0,0
35.2,4,1,0,0,0
9.2,3,0,0,0,0
45.1,1,1,0,0,0
0.1,1,0,0,0,0
238.1,20,1,1,0,1
32.1,2,1,0,0,0
0.2,1,0,0,0,0
274.8,10,1,1,0,0
2.3,2,0,0,0,0
1.5,1,0,0,0,0
32.300000000000004,2,1,1,0,0
2.4,1,0,0,0,0
0.4,1,0,0,0,0
1.2,1,0,0,0,0
6.5,2,1,0,0,0
0.5,1,0,0,0,0
10.8,1,0,0,0,0
1.7000000000000002,2,0,0,0,0
1.8,2,0,0,0,0
0.7,1,0,0,0,0
14.6,2,0,0,0,0
0.2,1,0,0,0,0
0.2,1,0,0,0,0
234.4,4,1,0,0,0
9.9,2,1,0,0,0
8.0,1,1,0,0,0
40.2,2,1,1,0,0
43.3,1,1,1,0,0
23.2,1,1,0,0,0
17.1,1,1,0,0,0
36.7,2,1,0,0,0
2.3,1,0,0,0,0
2.8,2,0,0,0,0
44.7,1,1,1,0,0
35.1,1,1,0,0,0
1.2,1,0,0,0,0
0.4,1,0,0,0,0
2.2,1,0,0,0,0
293.1,10,1,1,0,1
12.7,3,0,0,0,0
1.2,1,1,0,0,0
1.1,1,0,0,0,0
0.9,1,0,0,0,0
5.4,2,0,0,0,0
1.3,1,0,0,0,0
17.2,1,0,0,0,0
3990.4,85,1,1,1,1
25.4,3,0,0,0,0
4.0,1,0,0,0,0
301.5,11,1,1,0,1
1.8,1,0,0,0,0
29.9,1,0,1,0,0
0.9,1,0,0,0,0
4.699999999999999,2,0,0,0,0
9.8,1,1,0,0,0
29.9,1,0,0,0,0
0.1,1,0,0,0,0
148.29999999999998,2,1,1,0,0
87.10000000000001,2,0,0,0,0
0.9,1,0,0,0,0
9.8,2,0,0,0,0
1.6,1,0,0,0,0
44.4,1,1,0,0,0
9.5,2,0,0,0,0
0.7,1,0,0,0,0
39.7,2,1,0,0,0
2.7,1,1,0,0,0
3.2,2,0,0,0,0
29.6,3,1,0,0,0
38.1,5,1,1,1,0
0.6,1,0,0,0,0
1.6,2,0,0,0,0
0.4,1,1,0,0,0
1.0,2,1,0,0,0
36.4,1,1,1,0,0
10.1,1,1,0,0,0
0.9,1,0,0,0,0
1.8,1,0,0,0,0
12.9,1,0,0,0,0
25.4,5,1,0,0,0
7.5,1,1,0,0,0
88.4,2,1,0,0,0
0.0,2,1,1,0,0
13.7,1,1,0,0,0
7.5,1,1,0,0,0
1.4,1,1,0,0,0
10.0,1,1,1,0,0
66.0,2,0,0,0,0
0.8,2,0,0,0,0
4.2,1,0,0,0,0
1.8,1,0,0,0,0
5.6,1,0,0,0,0
0.8,1,0,0,0,0
132.9,1,1,1,0,0
1.0,2,0,0,0,0
42.3,1,1,1,0,0
0.1,1,0,0,0,0
3.9,3,0,0,0,0
0.9,1,0,0,0,0
0.3,1,0,0,0,0
36.7,1,0,0,0,0
2.3,1,0,0,0,0
0.2,1,0,0,0,0
11.1,2,1,0,0,1
101.1,4,1,1,0,0
5.7,1,0,0,0,0
0.1,1,0,0,0,0
30.2,1,1,0,0,0
17.1,2,1,0,0,0
5.9,2,1,0,0,0
77.2,3,1,1,0,0
267.9,11,1,1,0,1
1.8,1,0,0,0,0
0.0,1,1,0,0,0
35.6,1,1,0,0,0
11.3,1,0,0,0,0
5.1000000000000005,2,0,0,0,0
1.1,2,0,1,0,0
922.1,17,1,1,0,1
6.7,1,0,0,0,0
4.4,1,1,0,0,0
14.0,3,1,0,0,0
588.7,15,1,1,0,1
1.6,1,0,0,0,0
59.1,1,1,0,0,0
246.8,5,1,1,0,1
10.1,1,1,0,0,0
12.4,3,1,0,0,0
0.7,1,0,0,0,0
11.9,1,0,0,0,0
4.9,1,0,0,0,0
5.8,2,0,0,0,0
0.2,1,0,0,0,0
2280.2,53,1,1,0,1
629.3,22,1,1,0,1
0.6,1,0,0,0,0
58.8,5,0,0,0,0
446.2,19,1,1,0,0
0.0,1,0,1,0,0
74.0,1,0,0,0,0
0.0,1,1,0,0,0
16.900000000000002,2,1,0,0,0
31.1,3,1,0,0,1
22.0,6,1,0,0,1
10.1,1,0,0,0,0
1.5,1,0,0,0,0
3.3,1,0,0,0,0
1927.2,27,1,1,1,1
1666.4,39,1,1,0,1
0.3,1,1,0,0,0
9.5,1,0,0,0,0
875.9,49,1,1,0,1
6.5,1,1,0,0,0
0.2,1,0,0,0,0
45.2,1,1,1,0,0
0.1,1,0,0,0,0
34.5,3,1,0,0,0
122.2,9,1,1,0,0
0.2,1,0,0,0,0
38.4,3,1,0,0,0
26.7,1,1,0,0,0
1472.3,63,1,1,0,1
0.6,1,0,0,0,0
21.8,2,1,0,0,0
32.2,1,1,0,0,0
17.2,1,0,0,0,0
19.9,1,1,0,0,0
57.0,3,1,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
0.7,1,0,0,0,0
61.0,5,1,0,0,0
181.5,5,1,1,0,1
18.5,1,1,0,0,0
21.2,1,1,0,0,0
42.1,2,1,1,0,0
1.6,2,0,0,0,0
69.7,2,1,1,0,0
417.1,14,0,1,0,0
21.7,2,1,0,0,0
3.3,1,0,0,0,0
0.3,1,0,0,0,0
19.5,1,0,0,0,0
0.4,1,0,0,0,0
67.5,1,0,1,0,0
2.7,1,0,0,0,0
46.9,2,1,1,0,0
0.3,1,0,0,0,0
51.400000000000006,2,1,1,0,0
116.4,3,1,0,0,1
4.0,1,0,0,0,0
72.0,7,1,1,0,0
0.4,1,0,0,0,0
29.9,2,0,0,0,0
1220.5,45,1,1,0,1
0.1,1,0,0,0,0
504.2,15,1,1,0,1
10.0,1,1,0,0,0
125.3,6,1,0,0,0
152.0,4,1,1,0,1
0.1,1,0,0,0,0
35.5,2,1,0,0,0
42.1,3,1,0,0,0
0.1,1,0,0,0,0
21.6,1,0,0,0,0
218.2,5,1,1,0,1
465.7,15,1,1,0,1
5.7,1,0,0,0,0
18.7,1,1,0,0,0
10.2,1,1,0,0,0
70.1,4,1,0,0,0
55.3,2,1,0,0,0
27.4,1,0,0,0,0
83.6,3,1,1,0,0
15.0,1,0,0,0,0
0.1,1,0,0,0,0
10.5,1,0,0,0,0
46.6,2,0,0,0,0
16.2,1,1,0,0,0
41.6,3,1,1,0,0
6.5,1,0,0,0,0
1.1,1,0,0,0,0
95.5,4,1,0,0,0
5.9,1,1,0,0,0
0.0,1,1,0,0,0
111.8,6,1,0,0,0
6.6,1,0,1,0,0
19.1,2,1,0,0,0
4.3,1,0,0,0,0
0.5,1,0,0,0,0
4.1,1,0,0,0,0
7.399999999999999,2,1,0,0,0
6.5,1,0,0,0,0
6.3,1,0,0,0,0
1.6,1,0,0,0,0
3.3,2,0,0,0,0
151.20000000000002,4,0,1,0,0
73.8,4,1,0,0,0
4814.2,68,1,1,1,1
4.1,1,0,0,0,0
907.6,20,1,1,0,1
62.1,3,1,1,0,0
39.1,1,1,0,0,0
131.79999999999998,11,1,1,0,1
0.3,1,0,0,0,0
12.1,2,1,0,0,0
323.5,10,1,1,0,1
0.1,1,0,0,0,0
167.0,4,0,0,0,0
20.8,3,0,0,0,0
10.4,1,1,0,0,0
15.2,3,1,0,0,0
304.7,16,1,1,0,0
1.3,1,0,0,0,0
861.6,16,1,0,0,1
44.4,3,1,1,0,0
86.2,4,1,1,0,0
6.2,1,0,0,0,0
2.0,2,0,1,0,0
0.3,1,0,0,0,0
10.8,2,0,0,0,0
0.1,1,0,0,0,0
12.8,1,1,1,0,0
10.5,1,1,0,0,0
3.5,1,0,0,0,0
54.6,3,1,0,0,1
1.0,1,0,0,0,0
0.8,1,0,0,0,0
3.4,1,1,0,0,0
0.2,1,0,0,0,0
67.6,4,1,0,0,0
3.1,2,0,0,0,0
2.9,2,1,0,0,0
4.6,1,0,0,0,0
47.3,1,1,0,0,0
3.2,1,0,0,0,0
1.3,1,0,0,0,0
51.6,3,1,0,0,0
87.60000000000001,3,1,1,1,0
43.1,2,0,0,0,0
7.6,1,1,0,0,0
52.4,5,1,0,0,0
53.6,2,1,1,0,0
101.1,6,1,1,0,0
513.6,8,1,1,0,1
16.7,2,1,0,0,0
43.7,5,1,0,0,0
0.5,1,0,0,0,0
42.8,1,1,1,0,0
2.5,1,1,0,0,0
3.6,1,0,0,0,0
0.8,1,0,0,0,0
10.6,1,0,0,0,0
15.7,2,1,0,0,0
121.2,8,1,0,0,1
2.6,1,1,0,0,0
236.3,14,1,1,0,1
22.5,2,1,0,0,0
61.8,3,0,1,0,0
0.5,1,0,0,0,0
0.3,1,0,0,0,0
701.2,18,1,1,0,1
493.4,31,1,0,0,0
18.2,1,1,0,0,0
41.2,2,1,1,0,0
44.9,3,1,0,0,0
15.0,3,1,0,0,0
0.4,1,0,0,0,0
44.6,3,0,0,0,0
0.2,1,0,0,0,0
19.8,1,1,0,0,1
27.7,2,0,0,0,0
90.9,4,1,1,0,1
471.6,11,1,1,0,1
45.8,1,0,0,0,0
96.3,2,1,0,0,0
194.9,4,1,0,0,0
0.0,0,0,0,0,1
0.0,0,0,0,0,1
0.3,1,0,0,0,0
51.1,1,1,0,0,0
4.6,1,0,0,0,0
6.6,1,1,0,0,0
43.7,2,1,0,0,0
0.0,1,0,1,0,0
19.3,1,0,0,0,0
0.4,1,0,0,0,0
1048.4,18,1,1,0,1
0.2,1,0,0,0,0
6.8,1,0,0,0,0
11.6,1,0,0,0,0
4.8,1,0,0,0,0
0.1,1,0,0,0,0
922.6,23,1,1,0,1
633.0,17,1,1,0,1
40.0,1,1,1,0,0
1.1,1,1,0,0,0
6.1,1,0,0,0,0
0.4,1,0,0,0,0
0.5,1,0,0,0,0
0.3,1,0,0,0,0
0.3,1,0,0,0,0
3.5,1,0,0,0,0
0.8,1,0,0,0,0
438.0,32,1,1,0,1
75.5,2,1,0,0,0
48.900000000000006,4,1,0,0,0
11.3,1,1,0,0,0
0.9,1,0,0,0,0
65.4,1,0,0,0,0
28.700000000000003,4,1,0,0,0
2.0,1,1,0,0,0
0.9,1,0,0,0,0
590.6,23,1,1,0,1
432.4,7,1,0,0,1
339.4,12,1,1,0,1
25.3,3,1,0,0,0
140.3,8,0,0,0,1
1577.6,27,1,1,0,1
5.699999999999999,2,0,0,0,0
0.7,1,0,0,0,0
5.0,1,0,0,0,0
25.5,1,1,0,0,0
151.6,4,1,1,0,1
162.2,7,1,1,0,1
16.2,5,1,0,0,0
1.2,2,1,0,0,0
8.5,2,0,0,0,0
333.1,29,1,1,0,1
11.5,2,1,0,0,0
2.0,1,1,0,0,0
343.1,7,1,1,0,1
0.4,1,0,0,0,0
64.8,2,1,0,0,0
143.9,9,1,1,0,1
5.5,1,0,0,0,0
28.9,1,1,0,0,0
805.3000000000001,19,1,1,0,1
2.8,1,0,0,0,0
3.8,1,0,0,0,0
39.6,1,0,0,0,0
19.9,1,1,0,0,0
0.2,1,0,0,0,0
457.9,20,1,1,0,1
4.6000000000000005,2,1,0,0,0
2.4000000000000004,2,0,0,0,0
41.2,2,1,0,0,0
2241.8,70,1,1,0,1
6.3,1,0,0,0,0
1.6,1,0,0,0,0
22.2,1,1,0,0,0
0.4,1,0,0,0,0
76.0,5,0,1,0,0
0.5,1,0,0,0,0
53.9,5,1,0,0,0
122.9,3,1,0,0,0
55.400000000000006,2,1,0,0,0
1.8,1,0,0,0,0
221.3,10,1,1,0,1
7.7,1,1,0,0,0
16.7,1,1,0,0,0
185.4,8,1,1,0,0
10.8,1,0,0,0,0
0.1,1,0,0,0,0
17.1,1,1,0,0,0
0.6,1,0,0,0,0
2835.9,64,1,1,1,1
6.2,3,0,0,0,0
0.4,1,0,0,0,0
12.1,1,0,0,0,0
7.2,1,0,0,0,0
0.5,1,0,0,0,0
3.6,1,0,0,0,0
16.7,1,1,0,0,0
35.2,1,0,0,0,0
363.9,17,1,1,0,1
0.0,0,0,0,0,1
31.3,3,1,0,0,0
1.5,2,0,0,0,0
111.7,6,1,0,0,1
2.6,1,0,0,0,0
1.2,1,0,0,0,0
6.0,1,0,0,0,0
20.7,2,1,0,0,0
72.5,2,0,0,0,0
6.2,1,1,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
23.0,1,1,0,0,0
20.700000000000003,2,1,0,0,0
0.2,1,0,0,0,0
249.3,8,1,1,0,1
4.5,1,0,0,0,0
11.8,2,1,0,0,0
18.2,2,1,0,0,0
2.4,2,0,0,0,0
0.5,1,0,0,0,0
19.9,1,0,0,0,0
57.1,5,1,1,0,0
62.9,2,1,0,0,0
8.3,1,0,0,0,0
3.8,2,0,0,0,0
1.2,1,0,0,0,0
13.2,1,1,0,0,0
2.9,2,0,0,0,0
1.2,1,0,0,0,0
0.0,0,0,0,0,1
1052.7,36,1,1,1,1
44.6,1,0,0,0,0
0.4,2,0,0,0,0
89.8,1,1,1,0,0
78.6,5,1,1,0,1
4.8,1,0,0,0,0
7.3,1,1,0,0,0
198.6,11,1,1,0,1
1.8,1,0,0,0,0
0.2,1,0,0,0,0
374.9,13,1,0,0,0
101.2,6,0,0,0,1
0.8,1,0,0,0,0
18.3,1,1,0,0,0
30.1,2,0,0,0,0
47.3,1,1,1,0,0
19.6,1,1,0,0,0
0.0,0,0,0,0,1
31.1,6,1,0,0,1
6.4,1,1,0,0,0
161.1,4,1,1,0,0
45.9,2,1,0,0,0
0.4,1,0,0,0,0
26.7,1,1,0,0,0
0.4,1,0,0,0,0
42.4,6,1,1,0,0
162.9,7,1,1,0,0
23.4,1,1,0,0,0
1029.5,22,1,1,0,1
26.9,4,1,0,0,0
34.7,5,1,0,0,1
144.7,5,1,1,0,1
794.9,10,1,1,0,1
0.1,1,0,0,0,0
0.9,1,0,0,0,0
10.1,2,0,0,0,0
1.2,1,1,0,0,0
0.1,1,0,0,0,0
49.8,4,1,1,0,0
817.1,21,1,1,0,1
123.1,10,1,1,0,1
6.5,1,1,0,0,0
41.5,1,0,1,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
43.3,2,1,1,0,0
9.3,1,0,0,0,0
0.6,1,0,0,0,0
10.0,1,1,0,0,0
6.7,1,0,0,0,0
34.1,1,1,0,0,0
1.4,1,0,0,0,0
2.2,1,0,0,0,0
0.1,1,0,0,0,0
0.1,1,0,0,0,0
54.9,1,1,1,0,0
0.5,1,0,0,0,0
91.3,4,1,0,0,0
0.4,1,0,0,0,0
29.8,1,1,0,0,0
2.4,1,0,0,0,0
53.9,1,1,1,0,0
1.3,1,0,0,0,0
41.1,2,0,1,0,0
1.1,1,0,0,0,0
36.1,1,0,0,0,0
58.9,1,1,0,0,0
6.3,1,0,0,0,0
0.3,1,0,0,0,0
0.2,1,0,0,0,0
15.4,1,1,0,0,0
57.4,2,1,1,0,0
139.3,4,1,0,1,0
1.2,1,0,0,0,0
18.8,1,1,0,0,0
59.2,2,1,1,0,1
1.7,3,0,0,0,0
9.8,1,1,0,0,0
4.4,1,0,0,0,0
39.1,8,1,0,0,0
44.1,2,1,0,0,0
47.9,3,1,0,0,0
7.4,2,0,0,0,0
0.1,1,0,0,0,0
2.6,1,0,0,0,0
5.6,1,0,0,0,0
2.8000000000000003,2,1,0,0,0
0.5,1,0,0,0,0
6.6,1,1,0,0,0
0.1,1,0,0,0,0
0.2,1,0,0,0,0
17.9,1,0,0,0,0
28.6,2,1,0,0,0
65.3,1,1,0,0,0
255.4,5,1,1,0,1
42.6,1,1,0,0,0
1.5,1,0,0,0,0
3.3000000000000003,2,0,0,0,0
927.4,26,1,1,0,1
1.1,1,1,0,0,0
17.1,5,0,0,0,0
6.4,1,0,0,0,0
2.3,2,0,0,0,0
43.8,3,1,0,0,0
2.4,1,0,0,0,0
21.3,3,1,0,0,0
40.7,2,1,0,0,0
3.7,1,0,0,0,0
3.5,1,0,0,0,0
6.1,1,1,0,0,0
1.4,1,0,0,0,0
0.0,0,0,0,1,0
700.6,21,1,1,1,1
43.4,3,1,0,0,0
0.3,1,0,0,0,0
35.3,1,0,0,0,0
36.0,7,1,0,0,0
9.6,1,1,0,0,0
64.1,2,1,0,0,0
87.1,1,0,1,0,0
377.2,5,0,1,0,0
2.9,1,0,0,0,0
0.3,1,0,0,0,0
0.1,1,0,0,0,0
58.6,1,1,0,0,0
37.8,1,1,0,0,0
53.8,3,1,1,0,0
82.1,5,1,1,0,0
0.9,1,0,0,0,0
38.2,1,1,0,0,0
11.6,2,0,0,0,0
128.6,6,1,1,0,1
40.3,2,1,1,0,0
78.9,2,1,0,0,0
0.1,1,0,0,0,0
76.89999999999999,11,0,0,0,0
0.6,1,0,0,0,0
18.8,1,1,0,0,0
0.7,1,0,0,0,0
65.0,1,1,1,0,1
0.1,1,0,0,0,0
45.3,5,1,0,0,0
11.7,1,0,0,0,0
1399.9,38,1,1,1,1
68.9,6,1,1,0,0
0.3,1,0,0,0,0
0.5,1,0,0,0,0
17.2,1,1,0,0,0
42.1,2,1,0,0,0
6.6,1,1,0,0,0
5.1,1,0,0,0,0
498.2,19,1,1,0,1
57.6,3,0,0,0,0
2.9,1,0,0,0,0
0.0,0,0,0,0,1
0.3,1,0,0,0,0
189.4,9,1,1,0,0
32.0,1,1,0,0,0
953.1,15,1,1,0,1
8.8,2,1,1,0,0
1.4,1,0,0,0,0
81.8,2,1,1,0,0
1.6,1,0,0,0,0
239.3,12,1,1,0,0
14.7,2,1,0,0,0
79.1,1,1,0,0,0
64.10000000000001,4,0,0,0,1
0.5,1,0,0,0,0
59.2,2,1,0,0,0
8.4,1,0,0,0,0
0.0,0,0,0,0,1
0.0,0,0,0,0,1
46.8,1,0,0,0,0
0.2,1,0,0,0,0
10.4,1,1,0,0,0
0.5,1,0,0,0,0
0.3,2,0,0,0,0
6.6,1,0,0,0,0
4.199999999999999,2,0,0,0,1
0.5,1,0,0,0,0
32.3,3,1,0,0,0
0.5,1,0,0,0,0
1.0,2,0,0,0,0
6.0,1,0,0,0,0
14.6,2,0,0,0,0
3.0,1,0,0,0,0
62.1,3,0,1,0,0
0.8,1,0,0,0,0
10.6,1,1,0,0,0
44.3,1,1,0,0,0
0.0,1,0,1,0,0
0.1,1,0,0,0,0
0.3,1,0,0,0,0
2.2,1,0,0,0,0
11.7,1,0,0,0,0
31.6,3,0,0,0,0
44.5,1,1,1,0,0
3.1,2,0,0,0,0
0.3,1,0,0,0,0
41.5,5,0,1,0,0
6.8,1,1,0,0,0
1.1,1,0,0,0,0
0.5,1,0,0,0,0
0.1,1,0,0,0,0
1.9,1,0,0,0,0
2.0,4,0,0,0,0
0.1,1,0,0,0,0
11.1,2,1,0,0,0
4.9,1,0,0,0,0
77.8,5,1,1,0,0
0.1,1,0,0,0,0
2.8,1,0,0,0,0
5.5,1,0,0,0,0
554.4,16,1,1,0,1
10.7,2,0,0,0,0
2619.8,28,1,1,1,1
1.1,1,0,0,0,0
7.4,1,0,0,0,0
19.6,2,0,0,0,0
11.3,4,0,0,0,0
1367.3,73,1,1,1,1
450.2,15,1,1,0,1
0.4,2,1,1,0,0
11.5,1,0,1,0,0
8.5,1,0,0,0,0
1453.1,31,1,1,0,1
0.2,1,0,0,0,0
344.3,10,1,1,0,1
1.6,1,0,0,0,0
0.5,1,0,0,0,0
1.4,1,0,0,0,0
7.6,1,0,0,0,0
692.2,10,1,1,0,1
19.3,1,1,0,0,0
0.1,1,0,0,0,0
1.4,1,0,0,0,0
18.4,1,1,0,0,0
47.1,2,1,1,0,0
95.8,3,1,0,0,0
0.1,1,0,0,0,0
6.6,1,1,0,0,0
103.2,5,1,0,0,1
7.4,1,0,0,0,0
0.5,1,0,1,0,0
0.3,1,0,0,0,0
27.2,1,1,0,0,0
733.1,22,0,0,0,0
2.9,1,0,0,0,0
3.4,1,0,0,0,0
0.8,1,0,0,0,0
41.7,2,1,0,0,0
40.2,1,1,0,0,0
185.0,4,1,1,0,0
2286.7,84,1,1,0,1
0.8,1,0,0,0,0
16.400000000000002,2,1,0,0,0
76.1,6,1,0,0,0
4.5,1,0,0,0,0
11.3,2,0,0,0,0
4.0,1,0,0,0,0
0.1,1,0,0,0,0
0.7,1,0,0,0,0
25.7,3,1,0,0,0
6.8,2,1,1,0,0
0.1,1,0,0,0,0
0.6,1,0,0,0,0
611.8,17,1,1,0,1
0.7,1,0,0,0,0
0.1,1,0,0,0,0
1.2,1,0,0,0,0
5.7,2,0,0,0,0
1.0,1,0,0,0,0
0.8,1,0,0,0,0
912.4,21,1,1,0,1
0.2,1,0,0,0,0
3.8,1,0,0,0,0
3.8,1,0,0,0,0
15.1,1,1,0,0,0
312.4,15,1,0,0,1
17.6,1,1,0,0,0
1.0,1,0,0,0,0
3104.4,59,1,1,1,1
0.9,1,0,0,0,0
173.2,4,1,0,0,0
964.0,20,1,1,0,1
2.0,2,0,0,0,0
2.2,2,0,0,0,0
0.0,1,1,0,0,0
0.1,1,0,0,0,0
92.9,6,1,0,0,0
0.2,1,0,0,0,0
0.5,1,0,0,0,0
1.8,1,0,0,0,0
13.1,1,0,0,0,0
1.0,1,0,0,0,0
36.4,2,1,0,0,0
0.7,1,0,0,0,0
0.2,1,0,0,0,0
0.4,1,0,0,0,0
1.4,1,0,0,0,0
0.0,1,0,1,0,0
2.5,1,0,0,0,0
104.0,5,1,1,0,1
15.4,2,0,0,0,0
84.7,9,0,0,0,0
79.5,4,1,1,0,0
1.2000000000000002,2,1,1,0,0
11.2,2,1,0,0,0
0.6,1,0,0,0,0
15.2,1,1,0,0,0
65.6,4,1,1,0,0
29.0,2,1,0,0,0
2.2,1,0,0,0,0
0.2,2,0,1,0,0
43.2,1,1,1,0,0
0.4,1,0,0,0,0
66.6,1,0,1,0,0
39.0,3,1,1,0,0
186.1,10,1,0,0,1
2.4,1,0,0,0,0
